date,StartStation Name,cnt
01/01/2021,"City Road, Angel",6
01/01/2021,"Clarendon Road, Avondale",6
01/01/2021,"Clarkson Street, Bethnal Green",6
01/01/2021,"Clifford Street, Mayfair",6
01/01/2021,"Columbia Road, Shoreditch",6
01/01/2021,"Concert Hall Approach 2, South Bank",6
01/01/2021,"Cotton Garden Estate, Kennington",6
01/01/2021,"Crinan Street, King's Cross",6
01/01/2021,"Devons Road, Bow",6
01/01/2021,"Dickens Square, Borough",6
01/01/2021,"Doric Way , Somers Town",6
01/01/2021,"Dorothy Road, Clapham Junction",6
01/01/2021,"Fulham Park Road, Fulham",6
01/01/2021,"Gloucester Road (North), Kensington",6
01/01/2021,"Greenberry Street, St.John's Wood",6
01/01/2021,"Grosvenor Crescent, Belgravia",6
01/01/2021,"Guilford Street , Bloomsbury",6
01/01/2021,"Harrington Square 1, Camden Town",6
01/01/2021,"Hatton Garden, Holborn",6
01/01/2021,"Jubilee Street, Stepney",6
01/01/2021,"Lexham Gardens, Kensington",6
01/01/2021,"Lindfield Street, Poplar",6
01/01/2021,"Liverpool Road (N1 Centre), Angel",6
01/01/2021,"Mallory Street, Marylebone",6
01/01/2021,"Malmesbury Road, Bow",6
01/01/2021,"Merchant Street, Bow",6
01/01/2021,"Montpelier Street, Knightsbridge",6
01/01/2021,"Morie Street, Wandsworth",6
01/01/2021,"Murray Grove , Hoxton",6
01/01/2021,"Northfields, Wandsworth",6
01/01/2021,"Norton Folgate, Liverpool Street",6
01/01/2021,"Orbel Street, Battersea",6
01/01/2021,"Percival Street, Finsbury",6
01/01/2021,"Putney Bridge Road, East Putney",6
01/01/2021,"Rifle Place, Avondale",6
01/01/2021,"Rossmore Road, Marylebone",6
01/01/2021,"Sadlers Sports Centre, Finsbury",6
01/01/2021,"Sardinia Street, Holborn",6
01/01/2021,"Scala Street, Fitzrovia",6
01/01/2021,"Smith Square, Westminster",6
01/01/2021,"Smugglers Way, Wandsworth",6
01/01/2021,"South Park, Sands End",6
01/01/2021,"Southwick Street, Paddington",6
01/01/2021,"Spindrift Avenue, Millwall",6
01/01/2021,"Stanley Grove, Battersea",6
01/01/2021,"Tachbrook Street, Victoria",6
01/01/2021,"Teversham Lane, Stockwell",6
01/01/2021,"Thorndike Close, West Chelsea",6
01/01/2021,"Watney Market, Stepney",6
01/01/2021,"Wynne Road, Stockwell",6
01/01/2021,"Aintree Street, Fulham",5
01/01/2021,"Belgrave Square, Belgravia",5
01/01/2021,"Blythe Road West, Shepherd's Bush",5
01/01/2021,"Boston Place, Marylebone",5
01/01/2021,"Bunhill Row, Moorgate",5
01/01/2021,"Culvert Road, Battersea",5
01/01/2021,"Earnshaw Street , Covent Garden",5
01/01/2021,"Euston Road, Euston",5
01/01/2021,"Evesham Street, Avondale",5
01/01/2021,"Exhibition Road Museums 1, South Kensington",5
01/01/2021,"Falcon Road, Clapham Junction",5
01/01/2021,"Ford Road, Old Ford",5
01/01/2021,"Fore Street Avenue, Guildhall",5
01/01/2021,"Greyhound Road, Hammersmith",5
01/01/2021,"Hansard Mews, Holland Park",5
01/01/2021,"Harriet Street, Knightsbridge",5
01/01/2021,"Hermitage Court, Wapping",5
01/01/2021,"Holden Street, Battersea",5
01/01/2021,"Houghton Street, Strand",5
01/01/2021,"Hurlingham Park, Parsons Green",5
01/01/2021,"Imperial Road, Sands End",5
01/01/2021,"Ingrave Street, Clapham Junction",5
01/01/2021,"Killick Street, King's Cross",5
01/01/2021,"Lord's, St. John's Wood",5
01/01/2021,"Millennium Hotel, Mayfair",5
01/01/2021,"Millharbour, Millwall",5
01/01/2021,"Neville Gill Close, Wandsworth",5
01/01/2021,"Ossulston Street, Somers Town",5
01/01/2021,"Parsons Green Station, Parsons Green",5
01/01/2021,"Peterborough Road, Sands End",5
01/01/2021,"Prince Consort Road, Knightsbridge",5
01/01/2021,"Princedale Road , Holland Park",5
01/01/2021,"Putney Rail Station, Putney",5
01/01/2021,"Queensbridge Road, Haggerston",5
01/01/2021,"Rathbone Street, Fitzrovia",5
01/01/2021,"Red Lion Street, Holborn",5
01/01/2021,"Selby Street, Whitechapel",5
01/01/2021,"Shepherd's Bush Road North, Shepherd's Bush",5
01/01/2021,"South Parade, Chelsea",5
01/01/2021,"St. Mary & St. Michael Church, Stepney",5
01/01/2021,"Stamford Street, South Bank",5
01/01/2021,"Stebondale Street, Cubitt Town",5
01/01/2021,"Victory Place, Walworth",5
01/01/2021,"West Smithfield Rotunda, Farringdon",5
01/01/2021,"Woodstock Street, Mayfair",5
01/01/2021,"Alma Road, Wandsworth",4
01/01/2021,"Arundel Street, Temple",4
01/01/2021,"Barbican Centre, Barbican",4
01/01/2021,"Belford House, Haggerston",4
01/01/2021,"Bethnal Green Garden, Bethnal Green",4
01/01/2021,"Blenheim Crescent, Ladbroke Grove",4
01/01/2021,"Borough Road, Elephant & Castle",4
01/01/2021,"Bouverie Street, Temple",4
01/01/2021,"Bradmead, Battersea Park",4
01/01/2021,"Breams Buildings, Holborn",4
01/01/2021,"Broomhouse Lane, Parsons Green",4
01/01/2021,"Chancery Lane, Holborn",4
01/01/2021,"Claremont Square, Angel",4
01/01/2021,"Curzon Street, Mayfair",4
01/01/2021,"East Ferry Road, Cubitt Town",4
01/01/2021,"Fanshaw Street, Hoxton",4
01/01/2021,"Finsbury Square , Moorgate",4
01/01/2021,"Grant Road East, Clapham Junction",4
01/01/2021,"Great Percy Street, Clerkenwell",4
01/01/2021,"Harford Street, Mile End",4
01/01/2021,"Harrowby Street, Marylebone",4
01/01/2021,"Heath Road, Battersea",4
01/01/2021,"Hewison Street, Old Ford",4
01/01/2021,"Import Dock, Canary Wharf",4
01/01/2021,"Kings Gate House, Westminster",4
01/01/2021,"LSBU (Borough Road), Elephant & Castle",4
01/01/2021,"Ladbroke Grove Central, Ladbroke Grove",4
01/01/2021,"Lavington Street, Bankside",4
01/01/2021,"Oxford Road, Putney",4
01/01/2021,"Pitfield Street Central, Hoxton",4
01/01/2021,"Poured Lines, Bankside",4
01/01/2021,"Ranelagh Gardens, Fulham",4
01/01/2021,"Regency Street, Westminster",4
01/01/2021,"Sail Street, Vauxhall",4
01/01/2021,"Southwark Station 1, Southwark",4
01/01/2021,"St. John's Park, Cubitt Town",4
01/01/2021,"St. John's Wood Road, St. John's Wood",4
01/01/2021,"Stanhope Gate, Mayfair",4
01/01/2021,"Thurtle road, Haggerston",4
01/01/2021,"Victoria & Albert Museum, South Kensington",4
01/01/2021,"Vincent Square, Westminster",4
01/01/2021,"Westminster Bridge Road, Elephant & Castle",4
01/01/2021,"Windsor Terrace, Hoxton",4
01/01/2021,"Wright's Lane, Kensington",4
01/01/2021,"Ackroyd Drive, Bow",3
01/01/2021,"Archbishop's Park, Waterloo",3
01/01/2021,"Bank of England Museum, Bank",3
01/01/2021,"Bedford Way, Bloomsbury",3
01/01/2021,"Campden Hill Road, Notting Hill",3
01/01/2021,"Cleveland Gardens, Bayswater",3
01/01/2021,"Colombo Street, Southwark",3
01/01/2021,"Disraeli Road, Putney",3
01/01/2021,"Fawcett Close, Battersea",3
01/01/2021,"Great Suffolk Street, The Borough",3
01/01/2021,"Hardwick Street, Clerkenwell",3
01/01/2021,"Hoxton Station, Hoxton",3
01/01/2021,"Kensington Olympia Station, Olympia",3
01/01/2021,"King Edward Walk, Waterloo",3
01/01/2021,"Little Brook Green, Brook Green",3
01/01/2021,"Manresa Road, Chelsea",3
01/01/2021,"Nantes Close, Wandsworth",3
01/01/2021,"Naval Row, Blackwall",3
01/01/2021,"New North Road 1, Hoxton",3
01/01/2021,"Newton Street, Covent Garden",3
01/01/2021,"Northdown Street, King's Cross",3
01/01/2021,"Paddington Green, Paddington",3
01/01/2021,"Queensdale Road, Shepherd's Bush",3
01/01/2021,"Spanish Road, Clapham Junction",3
01/01/2021,"Stonecutter Street, Holborn",3
01/01/2021,"Wood Street, Guildhall",3
01/01/2021,"Carey Street, Holborn",2
01/01/2021,"Chelsea Green, Chelsea",2
01/01/2021,"Colet Gardens, Hammersmith",2
01/01/2021,"Devonshire Square, Liverpool Street",2
01/01/2021,"Drummond Street , Euston",2
01/01/2021,"Finnis Street, Bethnal Green",2
01/01/2021,"Fore Street, Guildhall",2
01/01/2021,"Freston Road, Avondale",2
01/01/2021,"Goswell Road (City Uni), Finsbury",2
01/01/2021,"Houndsditch, Aldgate",2
01/01/2021,"Kensington Town Hall, Kensington",2
01/01/2021,"Kingsway, Covent Garden",2
01/01/2021,"Limburg Road, Clapham Junction",2
01/01/2021,"Mexfield Road, East Putney",2
01/01/2021,"Risinghill Street, Angel",2
01/01/2021,"Sirdar Road, Avondale",2
01/01/2021,"Snow Hill, Farringdon",2
01/01/2021,"Upcerne Road, West Chelsea",2
01/01/2021,"Walmer Road, Avondale",2
01/01/2021,"Canton Street, Poplar",1
01/01/2021,"Clarges Street, Mayfair",1
01/01/2021,"Clifton Street, Shoreditch",1
01/01/2021,"Euston Square Gardens, Euston",1
01/01/2021,"George Street, Marylebone",1
01/01/2021,"Geraldine Street, Elephant & Castle",1
01/01/2021,"Grenfell Road, Avondale",1
01/01/2021,"Here East North, Queen Elizabeth Olympic Park",1
01/01/2021,"Hollybush Gardens, Bethnal Green",1
01/01/2021,"Hortensia Road, West Brompton",1
01/01/2021,"Jubilee Crescent, Cubitt Town",1
01/01/2021,"Kingsway Southbound, Strand",1
01/01/2021,"New Fetter Lane, Holborn",1
01/01/2021,"Ram Street, Wandsworth",1
01/01/2021,"Santos Road, Wandsworth",1
01/01/2021,"Teviot Street, Poplar",1
01/01/2021,"The Guildhall, Guildhall",1
01/01/2021,"Waterloo Station 2, Waterloo",1
01/01/2021,"Westfield Southern Terrace ,Shepherd's Bush",1
01/01/2021,"Worship Street, Shoreditch",1
02/01/2021,"Westminster Pier, Westminster",134
02/01/2021,"Hyde Park Corner, Hyde Park",132
02/01/2021,"Wellington Arch, Hyde Park",131
02/01/2021,"Albert Gate, Hyde Park",116
02/01/2021,"Palace Gate, Kensington Gardens",108
02/01/2021,"Serpentine Car Park, Hyde Park",103
02/01/2021,"Triangle Car Park, Hyde Park",102
02/01/2021,"Bayswater Road, Hyde Park",100
02/01/2021,"Hop Exchange, The Borough",96
02/01/2021,"Tower Gardens , Tower",94
02/01/2021,"Queen Street 2, Bank",90
02/01/2021,"Regent's Row , Haggerston ",90
02/01/2021,"Green Park Station, Mayfair",89
02/01/2021,"Queen's Circus, Battersea Park",89
02/01/2021,"Bonner Gate, Victoria Park",87
02/01/2021,"Saunders Ness Road, Cubitt Town",84
02/01/2021,"Tooley Street, Bermondsey",84
02/01/2021,"Knightsbridge, Hyde Park",80
02/01/2021,"Jubilee Plaza, Canary Wharf",78
02/01/2021,"Aquatic Centre, Queen Elizabeth Olympic Park",77
02/01/2021,"Westferry Circus, Canary Wharf",74
02/01/2021,"Storey's Gate, Westminster",72
02/01/2021,"Battersea Power Station, Battersea Park",71
02/01/2021,"Jubilee Gardens, South Bank",71
02/01/2021,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",69
02/01/2021,"Oval Way, Vauxhall",64
02/01/2021,"Temple Gardens, Temple",64
02/01/2021,"Black Lion Gate, Kensington Gardens",63
02/01/2021,"Islington Green, Angel",62
02/01/2021,"Queensway, Kensington Gardens",62
02/01/2021,"Duke Street Hill, London Bridge",61
02/01/2021,"Podium, Queen Elizabeth Olympic Park",61
02/01/2021,"The Tennis Courts, The Regent's Park",61
02/01/2021,"Gas Holders, Battersea Park",60
02/01/2021,"Ethelburga Estate, Battersea Park",59
02/01/2021,"Old Quebec Street, Marylebone",59
02/01/2021,"Rotherhithe Roundabout, Rotherhithe",59
02/01/2021,"Somerset House, Strand",59
02/01/2021,"Little Argyll Street, West End",57
02/01/2021,"Prince Albert Road, The Regent's Park",57
02/01/2021,"Pall Mall East, West End",55
02/01/2021,"Porchester Place, Paddington",55
02/01/2021,"Waterloo Place, St. James's",55
02/01/2021,"Whitehall Place, Strand",55
02/01/2021,"Moor Street, Soho",54
02/01/2021,"Kennington Lane Rail Bridge, Vauxhall",52
02/01/2021,"Ravenscourt Park Station, Hammersmith",52
02/01/2021,"Riverlight North, Nine Elms",52
02/01/2021,"London Zoo,  The Regent's Park",51
02/01/2021,"Flamborough Street, Limehouse",49
02/01/2021,"Sutton Street, Shadwell",49
02/01/2021,"Cadogan Close, Victoria Park",48
02/01/2021,"Ferndale Road, Brixton",48
02/01/2021,"George Row, Bermondsey",48
02/01/2021,"Nesham Street, Wapping",47
02/01/2021,"Walworth Square, Walworth",47
02/01/2021,"Alderney Street, Pimlico",46
02/01/2021,"Cleveland Way, Stepney",46
02/01/2021,"Eagle Wharf Road, Hoxton",46
02/01/2021,"Marylebone Lane, Marylebone",46
02/01/2021,"Park Road (Baker Street), The Regent's Park",46
02/01/2021,"Albert Bridge Road, Battersea Park",45
02/01/2021,"Canada Water Station, Rotherhithe",45
02/01/2021,"Maida Vale, Maida Vale",45
02/01/2021,"Portman Square, Marylebone",45
02/01/2021,"Westferry DLR, Limehouse",45
02/01/2021,"Derry Street, Kensington",44
02/01/2021,"Southampton Street, Strand",44
02/01/2021,"Leman Street, Aldgate",43
02/01/2021,"Shoreditch Park, Hoxton",43
02/01/2021,"Castlehaven Road, Camden Town",42
02/01/2021,"Milroy Walk, South Bank",42
02/01/2021,"Saltoun Road, Brixton",42
02/01/2021,"Shadwell Station, Shadwell",42
02/01/2021,"South Lambeth Road, Vauxhall",42
02/01/2021,"Timber Lodge, Queen Elizabeth Olympic Park",42
02/01/2021,"Bath Street, St. Luke's",41
02/01/2021,"Rodney Road , Walworth",41
02/01/2021,"Abingdon Green, Westminster",40
02/01/2021,"Belvedere Road 1, South Bank",40
02/01/2021,"Craven Street, Strand",40
02/01/2021,"Haggerston Road, Haggerston",40
02/01/2021,"Lambeth Palace Road, Waterloo",40
02/01/2021,"Millbank Tower, Pimlico",40
02/01/2021,"St. John's Wood Church, The Regent's Park",40
02/01/2021,"Tanner Street, Bermondsey",40
02/01/2021,"Warwick Avenue Station, Maida Vale",40
02/01/2021,"Bermondsey Street, Bermondsey",39
02/01/2021,"Chelsea Bridge, Pimlico",39
02/01/2021,"Crisp Road, Hammersmith",39
02/01/2021,"Belgrove Street , King's Cross",38
02/01/2021,"Panton Street, West End",38
02/01/2021,"Stepney Green Station, Stepney",38
02/01/2021,"Warren Street Station, Euston",38
02/01/2021,"East Village, Queen Elizabeth Olympic Park",37
02/01/2021,"Fulham Broadway, Walham Green",37
02/01/2021,"Hibbert Street, Battersea",37
02/01/2021,"Imperial Wharf Station, Sands End",37
02/01/2021,"Rampayne Street, Pimlico",37
02/01/2021,"South Kensington Station, South Kensington",37
02/01/2021,"Wellington Street , Strand",37
02/01/2021,"Bethnal Green Road, Shoreditch",36
02/01/2021,"Bishop's Avenue, Fulham",36
02/01/2021,"Clinton Road, Mile End",36
02/01/2021,"Devonshire Terrace, Bayswater",36
02/01/2021,"Great Tower Street, Monument",36
02/01/2021,"Green Street, Mayfair",36
02/01/2021,"Hampton Street, Walworth",36
02/01/2021,"Limerston Street, West Chelsea",36
02/01/2021,"Mile End Stadium, Mile End",36
02/01/2021,"Prince of Wales Drive, Battersea Park",36
02/01/2021,"Upper Bank Street, Canary Wharf",36
02/01/2021,"Allington Street, Victoria",35
02/01/2021,"Bolsover Street, Fitzrovia",35
02/01/2021,"Bow Church Station, Bow",35
02/01/2021,"Courland Grove, Wandsworth Road",35
02/01/2021,"Exhibition Road, Knightsbridge",35
02/01/2021,"Queen Street 1, Bank",35
02/01/2021,"Snowsfields, London Bridge",35
02/01/2021,"Tower Wharf, Bermondsey",35
02/01/2021,"Wapping Lane, Wapping",35
02/01/2021,"Palace Gardens Terrace, Notting Hill",34
02/01/2021,"St. Katharine's Way, Tower",34
02/01/2021,"Vicarage Crescent, Battersea",34
02/01/2021,"Wapping High Street, Wapping",34
02/01/2021,"Warwick Row, Westminster",34
02/01/2021,"Binfield Road, Stockwell",33
02/01/2021,"Commercial Street, Shoreditch",33
02/01/2021,"Curlew Street, Shad Thames",33
02/01/2021,"Liverpool Road (N1 Centre), Angel",33
02/01/2021,"New Road 1 , Whitechapel",33
02/01/2021,"Soho Square , Soho",33
02/01/2021,"Southerton Road, Hammersmith",33
02/01/2021,"Stephendale Road, Sands End",33
02/01/2021,"Strata, Elephant & Castle",33
02/01/2021,"Wandsworth Rd, Isley Court, Wandsworth Road",33
02/01/2021,"Warwick Square, Pimlico",33
02/01/2021,"Brushfield Street, Liverpool Street",32
02/01/2021,"Cranmer Road, Stockwell",32
02/01/2021,"Gascoyne Road, Victoria Park",32
02/01/2021,"Kennington Road Post Office, Oval",32
02/01/2021,"Lightermans Road, Millwall",32
02/01/2021,"Northumberland Avenue, Strand",32
02/01/2021,"Royal London Hospital, Whitechapel",32
02/01/2021,"Victoria Rise, Clapham Common",32
02/01/2021,"Ada Street, Hackney Central",31
02/01/2021,"Gloucester Road Station, South Kensington",31
02/01/2021,"Queen's Gate (North), Kensington",31
02/01/2021,"Queen's Gate, Kensington Gardens",31
02/01/2021,"Cadogan Gardens, Chelsea",30
02/01/2021,"Cartwright Gardens , Bloomsbury",30
02/01/2021,"Central House, Aldgate",30
02/01/2021,"Clifton Road, Maida Vale",30
02/01/2021,"De Vere Gardens, Kensington",30
02/01/2021,"Falcon Road, Clapham Junction",30
02/01/2021,"Goldsmith's Row, Haggerston",30
02/01/2021,"Greenland Road, Camden Town",30
02/01/2021,"Hampstead Road, Euston",30
02/01/2021,"Handyside Street, King's Cross",30
02/01/2021,"Putney Pier, Wandsworth",30
02/01/2021,"Shoreditch High Street, Shoreditch",30
02/01/2021,"St. John's Road, Clapham Junction",30
02/01/2021,"The Vale, Chelsea",30
02/01/2021,"Twig Folly Bridge, Mile End",30
02/01/2021,"Upper Grosvenor Street, Mayfair",30
02/01/2021,"Bonny Street, Camden Town",29
02/01/2021,"Bramham Gardens, Earl's Court",29
02/01/2021,"Buckingham Gate, Westminster",29
02/01/2021,"Chrisp Street Market, Poplar",29
02/01/2021,"Doddington Grove, Kennington",29
02/01/2021,"Drayton Gardens, West Chelsea",29
02/01/2021,"Driffield Road, Old Ford",29
02/01/2021,"Lower Marsh, Waterloo",29
02/01/2021,"St John's Crescent, Brixton",29
02/01/2021,"Vauxhall Bridge , Pimlico",29
02/01/2021,"Wandsworth Town Station, Wandsworth",29
02/01/2021,"Wardour Street, Soho",29
02/01/2021,"Woodstock Grove, Shepherd's Bush",29
02/01/2021,"Dorothy Road, Clapham Junction",28
02/01/2021,"Flood Street, Chelsea",28
02/01/2021,"Gloucester Avenue, Camden Town",28
02/01/2021,"Graham Street, Angel",28
02/01/2021,"Gunmakers Lane, Old Ford",28
02/01/2021,"Harrowby Street, Marylebone",28
02/01/2021,"Hinde Street, Marylebone",28
02/01/2021,"Longford Street, The Regent's Park",28
02/01/2021,"Monier Road, Hackney Wick",28
02/01/2021,"Napier Avenue, Millwall",28
02/01/2021,"New Globe Walk, Bankside",28
02/01/2021,"Park Lane , Hyde Park",28
02/01/2021,"Park Lane, Mayfair",28
02/01/2021,"Putney Bridge Station, Fulham",28
02/01/2021,"Queen's Gate (South), South Kensington",28
02/01/2021,"Sidney Road, Stockwell",28
02/01/2021,"St Mary's Hospital, Paddington",28
02/01/2021,"Walnut Tree Walk, Vauxhall",28
02/01/2021,"Bishop's Bridge Road West, Bayswater",27
02/01/2021,"Danvers Street, West Chelsea",27
02/01/2021,"Erin Close, Walham Green",27
02/01/2021,"George Place Mews, Marylebone",27
02/01/2021,"Godliman Street, St. Paul's",27
02/01/2021,"Grosvenor Square, Mayfair",27
02/01/2021,"Harcourt Terrace, West Brompton",27
02/01/2021,"Kensington Church Street, Kensington",27
02/01/2021,"Page Street, Westminster",27
02/01/2021,"Phene Street, Chelsea",27
02/01/2021,"Vereker Road, West Kensington",27
02/01/2021,"Warwick Road, Olympia",27
02/01/2021,"Cephas Street, Bethnal Green",26
02/01/2021,"Dunston Road , Haggerston",26
02/01/2021,"Embankment (Savoy), Strand",26
02/01/2021,"Exhibition Road Museums 2, South Kensington",26
02/01/2021,"Golden Lane, Barbican",26
02/01/2021,"Grove End Road, St. John's Wood",26
02/01/2021,"Poured Lines, Bankside",26
02/01/2021,"Pritchard's Road, Bethnal Green",26
02/01/2021,"Queen Victoria Street, St. Paul's",26
02/01/2021,"Richmond Way, Shepherd's Bush",26
02/01/2021,"Sopwith Way, Battersea Park",26
02/01/2021,"Stratford Station, Stratford",26
02/01/2021,"Tachbrook Street, Victoria",26
02/01/2021,"Albert Square, Stockwell",25
